충전소명,충전소ID,충전기ID,충전기타입,주소,위도,경도,이용가능시간,기관아이디,운영기관명,운영기관연락처,충전기상태,상태갱신일시,충전기종류,지역코드,주차료무료여부,충전소안내,법정동,행정동
충남천안 백석마을중흥에스클래스,EV002164,01,02,충청남도 천안시 서북구 한들1로 152-9,36.8358981150577,127.120374164794,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129032408,,44,Y,입주민만 사용가능 거주자외 출입제한,백석동,백석동
충남천안 백석푸르지오101동,EV002165,01,02,충청남도 천안시 서북구 한들2로 88,36.8292521989463,127.120798231112,"24시간 이용가능,아파트 입주민만 사용가능",EV,주식회사 에버온,1661-7766,2,20230125181927,,44,Y,아파트 입주민만 사용가능,백석동,백석동
충남천안 성거삼일아파트,EV002229,01,02,충청남도 천안시 서북구 성거읍 성거길 103,36.8750588813586,127.200500238108,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230128061411,,44,Y,입주민만 사용가능 거주자외 출입제한,성거읍 저리,성거읍
충남천안 힐스테이트천안신부아파트 109동,EV002250,01,02,충청남도 천안시 동남구 북일로 70,36.8270312592615,127.155867333169,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129032407,,44,Y,입주민만 사용가능 거주자외 출입제한,신부동,신안동
충남천안 성환이화아파트,EV002257,01,02,충청남도 천안시 서북구 성환읍 율금1길 276,36.9027473387101,127.109374232073,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230128034721,,44,Y,입주민만 사용가능 거주자외 출입제한,성환읍 율금리,성환읍
충남천안 신성미소지움 111동,EV002258,01,02,충청남도 천안시 동남구 천안대로 483-8,36.7936484940028,127.164211726479,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129032026,,44,Y,입주민만 사용가능 거주자외 출입제한,구성동,청룡동
충남천안 지웰더샵아파트 101동,EV002272,01,02,충청남도 천안시 서북구 불당26로 77,36.8160608210984,127.104893730194,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129072158,,44,Y,입주민만 사용가능 거주자외 출입제한,불당동,불당2동
충남천안 청수한양수자인아파트1,EV002276,01,02,충청남도 천안시 동남구 청수4로 11,36.7831162986193,127.149575961484,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230128211625,,44,Y,입주민만 사용가능 거주자외 출입제한,청당동,청룡동
충남천안 불당호반써밋플레이스아파트 204동,EV002278,01,02,충청남도 천안시 서북구 불당21로 40,36.8130061408921,127.1045945918,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230125181822,,44,Y,입주민만 사용가능 거주자외 출입제한,불당동,불당2동
충남천안 월봉대우아파트 104동,EV002283,01,02,충청남도 천안시 서북구 월봉4로 88-11,36.7960731742422,127.115592097645,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230125181822,,44,Y,입주민만 사용가능 거주자외 출입제한,쌍용동,쌍용2동
충남천안 안서금호어울림아파트,EV002368,01,02,충청남도 천안시 동남구 문암1길 68,36.8405123616813,127.176735666574,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129112558,,44,Y,입주민만 사용가능 거주자외 출입제한,안서동,신안동
천안두정 경남아너스빌아파트,EV002375,01,02,충청남도 천안시 서북구 두정중11길 17,36.8382445514544,127.138771128959,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129010219,,44,Y,입주민만 사용가능 거주자외 출입제한,두정동,부성1동
충남천안 청수경남아너스빌 103동,EV002383,01,02,충청남도 천안시 동남구 청수로 15,36.7887845762134,127.149432705634,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129063554,,44,Y,입주민만 사용가능 거주자외 출입제한,청수동,청룡동
충남천안 쌍용모란아파트3동,EV002400,01,02,충청남도 천안시 서북구 쌍용17길 8,36.7999364583201,127.122139938833,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230128063811,,44,Y,입주민만 사용가능 거주자외 출입제한,쌍용동,쌍용2동
충남천안 대원칸타빌아파트1주차장,EV002427,01,02,충청남도 천안시 서북구 불당11로 82,36.8041428419717,127.116211467393,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230128215420,,44,Y,입주민만 사용가능 거주자외 출입제한,불당동,불당1동
천안 불당리더힐스2,EV002450,01,02,충청남도 천안시 서북구 불당24로 10,36.8227120371508,127.102578611022,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129112758,,44,Y,입주민만 사용가능 거주자외 출입제한,불당동,불당2동
천안 쌍용동일하이빌101동,EV002493,01,02,충청남도 천안시 서북구 충무로 5-16,36.7857573934593,127.113828914647,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230128123758,,44,Y,입주민만 사용가능 거주자외 출입제한,쌍용동,쌍용2동
천안 현대아이파크홈타운1단지1주차장,EV002511,01,02,충청남도 천안시 서북구 충무로 124-24,36.7904667819932,127.124630748939,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129025133,,44,Y,입주민만 사용가능 거주자외 출입제한,쌍용동,쌍용2동
충남천안 대림한내아파트,EV002516,01,02,충청남도 천안시 동남구 터미널9길 31,36.8241650303101,127.156541664507,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230127145251,,44,Y,입주민만 사용가능 거주자외 출입제한,신부동,신안동
충남천안 쌍용주공7단지3차 305동,EV002517,01,02,충청남도 천안시 서북구 쌍용11길 58,36.8016896555614,127.124492727917,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230128070610,,44,Y,입주민만 사용가능 거주자외 출입제한,쌍용동,쌍용3동
충남천안 쌍용9단지2차(우),EV002523,01,02,충청남도 천안시 서북구 봉서산샛길 65,36.8062574180569,127.120972999972,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230127022936,,44,Y,입주민만 사용가능 거주자외 출입제한,쌍용동,쌍용3동
충남천안 쌍용현대3차301동,EV002593,01,02,충청남도 천안시 서북구 충무로 208,36.796054048762,127.131163241461,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129003821,,44,Y,입주민만 사용가능 거주자외 출입제한,쌍용동,쌍용1동
충남천안 입장한성아파트114동,EV002613,01,02,충청남도 천안시 서북구 입장면 도림길 10,36.9153822337657,127.245398153653,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230125181843,,44,Y,입주민만 사용가능 거주자외 출입제한,입장면 도림리,입장면
충남천안 청수부영아파트713동,EV002615,01,02,충청남도 천안시 동남구 청수8로 72,36.7893602791648,127.159037472765,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230126042301,,44,Y,입주민만 사용가능 거주자외 출입제한,청당동,청룡동
충남천안 신동아파밀리에101동,EV002632,01,02,충청남도 천안시 서북구 천안천4길 18-10,36.8080655060112,127.143942849102,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230125181825,,44,Y,입주민만 사용가능 거주자외 출입제한,와촌동,성정1동
충남천안 용곡삼성쉐르빌,EV002647,01,02,충청남도 천안시 동남구 일봉로 110,36.7879326689718,127.13669072923,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230128080559,,44,Y,입주민만 사용가능 거주자외 출입제한,용곡동,일봉동
충남천안 대림한들아파트,EV002689,01,02,충청남도 천안시 동남구 터미널9길 59,36.8240777079277,127.158179638116,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129053811,,44,Y,입주민만 사용가능 거주자외 출입제한,신부동,신안동
충남천안 청당벽산블루밍102동,EV002726,01,02,충청남도 천안시 동남구 청당2길 118,36.7797751268092,127.154247862962,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129105559,,44,Y,입주민만 사용가능 거주자외 출입제한,청당동,청룡동
충남천안 백석계룡리슈빌113동,EV002795,01,02,충청남도 천안시 서북구 한들3로 107,36.832663272848,127.123235930678,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,1,20230129032744,,44,Y,입주민만 사용가능 거주자외 출입제한,백석동,백석동
충남천안 용곡한라비발디105동,EV002911,01,02,충청남도 천안시 동남구 용곡2길 43-11,36.7874161905832,127.135553230895,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129015118,,44,Y,입주민만 사용가능 거주자외 출입제한,용곡동,일봉동
천안 월봉일성아파트5주차장,EV002956,01,02,충청남도 천안시 서북구 월봉4로 120-16,36.7962254199454,127.117474818949,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129041035,,44,Y,입주민만 사용가능 거주자외 출입제한,쌍용동,쌍용2동
충남천안 스카이타워,EV002978,01,02,충청남도 천안시 동남구 먹거리11길 5,36.8181664995661,127.152894633733,24시간 이용가능/입주민만이용가능,EV,주식회사 에버온,1661-7766,2,20230127111124,,44,Y,입주민만이용가능,신부동,신안동
천안 레이크타운2차푸르지오B2,EV002987,01,02,충청남도 천안시 서북구 성성9로 14,36.8412081869034,127.132057161454,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230128201102,,44,Y,입주민만 사용가능 거주자외 출입제한,성성동,부성2동
충남 천안목천부영1차121동,EV003004,01,02,충청남도 천안시 동남구 목천읍 삼성5길 42,36.7590267773911,127.177249499795,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230128203454,,44,Y,입주민만 사용가능 거주자외 출입제한,목천읍 삼성리,목천읍
롬엔드하스전자재료코리아,EV003006,01,02,충청남도 천안시 서북구 3공단1로 56,36.8351484057258,127.111682637569,소유주 요청에따라 이용이 제한될수있음,EV,주식회사 에버온,1661-7766,2,20230129070102,,44,Y,,백석동,백석동
충남천안 청수중흥S클래스605동,EV003063,01,02,충청남도 천안시 동남구 청수14로 117,36.7876003767985,127.1593946966,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129032739,,44,Y,입주민만 사용가능 거주자외 출입제한,청당동,청룡동
충남천안 세광엔리치빌203동,EV003100,01,02,충청남도 천안시 서북구 늘푸른1길 29,36.8284481627766,127.129260804758,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230127111855,,44,Y,입주민만 사용가능 거주자외 출입제한,두정동,부성2동
충남천안 쌍용현대1차아파트,EV003126,01,02,충청남도 천안시 서북구 새말3길 29,36.7954309089214,127.132320615232,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129113556,,44,Y,입주민만 사용가능 거주자외 출입제한,쌍용동,쌍용1동
충남천안 부경파크빌2차105동,EV003140,01,02,충청남도 천안시 동남구 성불사길 36,36.828664421243,127.188707027688,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230126083449,,44,Y,입주민만 사용가능 거주자외 출입제한,안서동,신안동
충남천안_모트렉스,EV003222,01,02,충청남도 천안시 동남구 풍세면 풍세산단4로 62-7,36.7294704450376,127.099456780209,"평일 09시~18시 이용가능, 주말/공휴일 이용불가",EV,주식회사 에버온,1661-7766,1,20230129032753,,44,Y,,풍세면 용정리,풍세면
충남천안_두정4차푸르지오1주차장,EV003252,01,02,충청남도 천안시 서북구 늘푸른1길 50,36.8296677690422,127.129879155815,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230129032408,,44,Y,입주민만 사용가능 거주자외 출입제한,두정동,부성2동
학산파크뷰단지관리단B1(전기실우측),EV003282,01,02,충청남도 천안시 동남구 태조산길 133,36.8158132051356,127.177210326111,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230128193837,,44,Y,입주민만 사용가능 거주자외 출입제한,유량동,원성1동
충남천안_동보아파트,EV003335,01,02,충청남도 천안시 동남구 각원사길 59-5,36.8311878451726,127.177796963363,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,주식회사 에버온,1661-7766,2,20230125181832,,44,Y,입주민만 사용가능 거주자외 출입제한,안서동,신안동
천안메트로관광호텔,EV003744,01,02,충청남도 천안시 동남구 대흥로 241-11,36.8105643508549,127.147928494101,24시간 이용가능,EV,에버온,1661-7766,2,20230125181854,,44,Y,입주민만이용가능,대흥동,중앙동
듀폰코리아1_1공장,EV003893,01,02,충청남도 천안시 서북구 3공단6로 130,36.8450801603622,127.110587899453,24시간 이용가능,EV,에버온,1661-7766,2,20230127172532,,44,Y,외부인 사용불가,차암동,부성2동
충남천안 천안레이크타운3차푸르지오아파트 204동,EV004378,01,02,충청남도 천안시 서북구 성성6로 68,36.8411749200714,127.126350716388,24시간 이용가능,EV,에버온,1661-7766,3,20230129133157,,44,Y,외부인 사용불가,성성동,부성2동
충남천안 백석3차아파트 305동,EV004441,01,02,충청남도 천안시 서북구 한들3로 36-17,36.8270198751375,127.125248783156,24시간 이용가능,EV,에버온,1661-7766,2,20230128225839,,44,Y,외부인 사용불가,백석동,백석동
충남천안 시영2차아파트,EV004456,01,02,충청남도 천안시 서북구 쌍용18길 69,36.7976236151605,127.124446482217,24시간 이용가능,EV,에버온,1661-7766,2,20230128004116,,44,Y,외부인 사용불가,쌍용동,쌍용2동
충남천안 두정우성아파트 1주차장,EV004475,01,02,충청남도 천안시 서북구 두정고7길 36,36.8365877416436,127.132482953303,24시간 이용가능,EV,에버온,1661-7766,2,20230125181857,,44,Y,외부인 사용불가,두정동,부성2동
충남천안 청당코오롱하늘채아파트 지하2층1,EV004640,01,02,충청남도 천안시 동남구 광풍로 1800,36.7790614497311,127.145148612702,24시간 이용가능,EV,에버온,1661-7766,2,20230129012045,,44,Y,외부인 사용불가,청당동,청룡동
충남천안 부경파크빌1차 109동,EV004681,01,02,충청남도 천안시 동남구 병천면 5산단로 419,36.7637792450206,127.264979446722,24시간 이용가능,EV,에버온,1661-7766,2,20230128032836,,44,Y,외부인 사용불가,병천면 가전리,병천면
충남천안 부경타운하우스2단지1주차장,EV004697,01,02,충청남도 천안시 동남구 병천면 5산단로 420,36.7625390820476,127.266050688964,24시간 이용가능,EV,에버온,1661-7766,3,20230129133956,,44,Y,외부인 사용불가,병천면 가전리,병천면
충남천안 e편한세상두정2차1,EV004715,01,02,충청남도 천안시 서북구 노태산로 145,36.8373906851419,127.13039310427,24시간 이용가능,EV,에버온,1661-7766,2,20230129021629,,44,Y,외부인 사용불가,두정동,부성2동
충남천안 두레현대2단지아파트 A주차장,EV004748,01,02,충청남도 천안시 동남구 서부대로 252,36.7915156728683,127.130352628969,24시간 이용가능,EV,에버온,1661-7766,2,20230125181858,,44,Y,외부인 사용불가,신방동,신방동
충남천안 광명아파트2,EV004834,01,02,충청남도 천안시 서북구 미라2길 19,36.8014416414255,127.128834420719,24시간 이용가능,EV,에버온,1661-7766,3,20230129120651,,44,Y,외부인 사용불가,쌍용동,쌍용1동
충남청안 한화아파트,EV004862,01,02,충청남도 천안시 동남구 신부15길 7,36.8202677240425,127.161934034629,24시간 이용가능,EV,에버온,1661-7766,2,20230125181850,,44,Y,외부인 사용불가,신부동,신안동
충남천안 목천연합초원아파트,EV004994,01,02,충청남도 천안시 동남구 목천읍 목천안터2길 9,36.7753428735731,127.211127744608,24시간 이용가능,EV,에버온,1661-7766,2,20230128015311,,44,Y,외부인 사용불가,목천읍 신계리,목천읍
충남천안 레이크타운푸르지오1,EV005013,01,02,충청남도 천안시 서북구 성성6로 111,36.8425192661318,127.132245973401,24시간 이용가능,EV,에버온,1661-7766,2,20230128031704,,44,Y,외부인 사용불가,성성동,부성2동
충남천안 청당한양수자인블루시티1,EV005132,01,02,충청남도 천안시 동남구 청당4로 60,36.7775486289588,127.151743020652,24시간 이용가능,EV,에버온,1661-7766,2,20230128235118,,44,Y,외부인 사용불가,청당동,청룡동
충남천안 천안불당대동다숲아파트1,EV005319,01,02,충청남도 천안시 서북구 시청로 39,36.8063869921013,127.111385466306,24시간 이용가능,EV,에버온,1661-7766,2,20230129031821,,44,Y,외부인 사용불가,불당동,불당1동
충남천안 계룡푸른마을아파트,EV005564,01,02,충청남도 천안시 서북구 충무로 143-8,36.7947210565728,127.123913498304,24시간 이용가능,EV,에버온,1661-7766,2,20230126031734,,44,Y,외부인 사용불가,쌍용동,쌍용2동
행정타운두산위브더파크아파트1,EV005733,01,02,충청남도 천안시 동남구 청당3길 147,36.780239497237,127.161161628786,24시간 이용가능,EV,에버온,1661-7766,2,20230125181716,,44,Y,외부인 사용불가,청당동,청룡동
충남천안 더레지던스,EV005791,01,02,충청남도 천안시 동남구 문암4길 14,36.8416001681425,127.178909789509,24시간 이용가능,EV,에버온,1661-7766,9,,,44,Y,외부인 사용불가,안서동,신안동
충남천안 신동아목련1,EV005840,01,02,충청남도 천안시 동남구 새말4길 5,36.7936992870927,127.131791372198,24시간 이용가능,EV,에버온,1661-7766,2,20230127232440,,44,Y,외부인 사용불가,신방동,신방동
충남천안 고운라피네아파트 1,EV005934,01,02,충청남도 천안시 동남구 목천읍 성남로 35,36.7701509584239,127.207312952922,24시간 이용가능,EV,에버온,1661-7766,2,20230129064012,,44,Y,외부인 사용불가,목천읍 천정리,목천읍
충남천안 삼일원앙아파트,EV006109,01,02,충청남도 천안시 동남구 신촌로 5,36.7896826529797,127.11987664852,24시간 이용가능,EV,에버온,1661-7766,2,20230125181915,,44,Y,외부인 사용불가,신방동,신방동
충남천안 미래에이스하이테크시티 1,EV006836,01,02,충청남도 천안시 서북구 백석공단1로 10,36.823817261009,127.111088362127,24시간 이용가능,EV,에버온,1661-7766,2,20230125181933,,44,Y,,백석동,백석동
충남천안 센트하임프라자,EV006987,01,02,충청남도 천안시 서북구 1공단1길 52,36.8324040150032,127.147973897088,24시간 이용가능,EV,에버온,1661-7766,2,20230125181738,,44,Y,,두정동,부성1동
충남천안 대림한숲아파트 1,EV007040,01,02,충청남도 천안시 동남구 터미널6길 12,36.8220922633172,127.160890564938,24시간 이용가능,EV,에버온,1661-7766,2,20230125181926,,44,Y,외부인 사용불가,신부동,신안동
충남천안 불당한화꿈에그린아파트,EV007101,01,02,충청남도 천안시 서북구 광장로 260,36.8011380404704,127.112698864767,24시간 이용가능,EV,에버온,1661-7766,2,20230125181931,,44,Y,외부인 사용불가,불당동,불당1동
충남천안 한라동백2차아파트 1,EV007284,01,02,충청남도 천안시 동남구 서부대로 226-12,36.7874627117889,127.130043272454,24시간 이용가능,EV,에버온,1661-7766,1,20230126073953,,44,Y,외부인 사용불가,신방동,신방동
충남천안 두정역푸르지오1,EV007313,01,02,충청남도 천안시 서북구 두정역길 48,36.834501473394,127.150809078538,24시간 이용가능,EV,에버온,1661-7766,2,20230129123603,,44,Y,외부인 사용불가,두정동,부성1동
충남천안 현대2차아파트,EV007631,01,02,충청남도 천안시 동남구 새말4길 12,36.7947967432678,127.133175095229,24시간 이용가능,EV,에버온,1661-7766,2,20230128090212,,44,Y,외부인 사용불가,신방동,신방동
충남천안 학산리젠다빌2차,EV008127,01,02,충청남도 천안시 서북구 동서대로 129-22,36.8278316833363,127.13794996354,24시간 이용가능,EV,에버온,1661-7766,9,,,44,Y,외부인 사용불가,성정동,성정2동
충남천안 프라지움11차,EV008128,01,02,충청남도 천안시 서북구 동서대로 165,36.8258953445761,127.141736575656,24시간 이용가능,EV,에버온,1661-7766,9,,,44,Y,외부인 사용불가,성정동,성정2동
충남천안 시영1차아파트,EV008209,01,02,충청남도 천안시 서북구 봉서2길 7,36.8079646180778,127.129156436937,24시간 이용가능,EV,에버온,1661-7766,2,20230125181957,,44,Y,외부인 사용불가,쌍용동,쌍용1동
충북천안 엘에이치천년나무7단지1,EV008479,01,02,충청남도 천안시 서북구 불당26로 99,36.8182160776744,127.105626414373,24시간 이용가능,EV,에버온,1661-7766,2,20230129093206,,44,Y,외부인 출입불가,불당동,불당2동
충남천안 우방유쉘2단지아파트,EV008688,01,02,충청남도 천안시 동남구 중앙로 255-21,36.8204548732758,127.149987750799,24시간 이용가능,EV,에버온,1661-7766,2,20230127211228,,44,Y,외부인 출입불가,신부동,신안동
남경오피스텔,EZ200012,01,02,충청남도 천안시 서북구 양지14길 8,36.8095561249276,127.140093039741,24시간 이용가능,EZ,(주)차지인,1577-8961,2,20230127130605,,44,N,,성정동,성정1동
프라임호텔,EZ200021,01,02,충청남도 천안시 동남구 신부2길 36,36.8188089015707,127.160150357318,24시간 이용가능,EZ,(주)차지인,1577-8961,2,20230116113909,,44,N,,신부동,신안동
보타닉호텔,EZ200029,01,02,충청남도 천안시 동남구 목천읍 응원3길 33,36.7686037530347,127.188167835882,24시간 이용가능,EZ,(주)차지인,1577-8961,2,20230127125505,,44,N,,목천읍 응원리,목천읍
닉스폭스호텔,EZ200047,01,02,충청남도 천안시 서북구 차돌들길 11-6,36.7976050916379,127.128310555313,24시간 이용가능,EZ,(주)차지인,1577-8961,2,20230129025206,,44,N,,쌍용동,쌍용1동
모텔제우스,EZ200082,01,02,충청남도 천안시 동남구 미나릿길 18-5,36.8009076193272,127.152264084581,24시간 이용가능,EZ,(주)차지인,1577-8961,2,20230127124605,,44,N,,영성동,중앙동
천안시청,GN000227,01,02,충청남도 천안시 서북구 번영로 156,36.8161298541125,127.113046978689,주중:09시~18시,GN,지커넥트,1544-4279,3,20230129120244,,44,Y,,불당동,불당1동
천안시 봉명동사무소,GN000685,01,02,충청남도 천안시 동남구 봉정로 39,36.8057720667211,127.139422748917,24시간 이용가능,GN,지커넥트,1544-4279,2,20230129094011,,44,Y,,봉명동,봉명동
천안시 성정2동행정복지센터,GN001011,01,02,충청남도 천안시 서북구 서부1길 57,36.8238561642039,127.137492014464,24시간 이용가능,GN,지커넥트,1544-4279,2,20230129034102,,44,Y,,성정동,성정2동
부성1동행정복지센터,GN001039,01,02,충청남도 천안시 서북구 부대중앙길 51,36.8427474863136,127.152229836706,주중:09시~18시,GN,지커넥트,1544-4279,2,20230126141317,,44,Y,,부대동,부성1동
천안불당동행정복지센터,GN005973,01,02,충청남도 천안시 서북구 봉서산로 64,36.8059419748577,127.113721845935,09:00~18:00,GN,지커넥트,1544-4279,2,20230129093121,,44,Y,,불당동,불당1동
파크밸리동일하이빌,GN006035,01,05,충청남도 천안시 서북구 봉서산1길 35,36.8118781682897,127.121961888751,24시간 이용가능,GN,지커넥트,1544-4279,2,20230126200459,,44,Y,,쌍용동,쌍용3동
월봉현대아파트,GN007438,01,02,충청남도 천안시 서북구 월봉4로 91,36.7961989633413,127.1137290667,08:00~20:00,GN,지커넥트,1544-4279,2,20230129034028,,44,Y,,쌍용동,쌍용2동
불당_아리스타팰리스,GN008519,01,02,충청남도 천안시 서북구 불당23로 73-30,36.8200590189424,127.1103968812,08:00~22:00,GN,지커넥트,1544-4279,2,20230129051146,,44,Y,,불당동,불당2동
임페리움,GN009755,01,02,충청남도 천안시 동남구 신부12길 19,36.8183802474766,127.160348403902,08:00~22:00,GN,지에스커넥트,1544-4279,2,20230116154956,,44,Y,,신부동,신안동
봉명청솔3차아파트,GN009928,01,02,충청남도 천안시 동남구 봉서8길 13,36.811348418518,127.133365809332,08:00~22:00,GN,지에스커넥트,1544-4279,2,20230128204026,,44,Y,,봉명동,봉명동
금정샛별아파트,GN012966,01,02,충청남도 천안시 서북구 성거읍 망향로 811,36.8883969954654,127.207195178827,08:00~22:00,GN,지에스커넥트,15444279,2,20230112184136,,44,Y,,성거읍 오목리,성거읍
MG인재개발원,GN013142,01,02,충청남도 천안시 동남구 목천읍 삼방로 346,36.798653476361,127.242954914408,08:00 ~ 22:00,GN,지에스커넥트,1544-4279,2,20230112184141,,44,N,,목천읍 동리,목천읍
대전대학교 천안 한방병원,GN013775,01,02,충청남도 천안시 서북구 노태산로 4,36.8253725757697,127.127857882451,00:00~24:00,GN,지에스커넥트,1544-4279,2,20230118170047,,44,Y,,두정동,부성2동
쌍용2동주민센터,GN020229,01,02,충청남도 천안시 서북구 쌍용14길 70,36.7962573404721,127.123502857361,24시간 이용가능,GN,지커넥트,1544-4279,2,20230129124112,,44,Y,,쌍용동,쌍용2동
백석동행정복지센터,GN020349,01,02,충청남도 천안시 서북구 번영로 208,36.8191007470086,127.113305208572,24시간 이용가능,GN,지커넥트,1544-4279,2,20230128142145,,44,Y,,백석동,백석동
원성2동사무소,GN020580,01,02,충청남도 천안시 동남구 고재15길 15,36.8014225799507,127.160840258598,24시간 이용가능,GN,지커넥트,1544-4279,2,20230128081039,,44,Y,,원성동,원성2동
성정1동사무소,GN020581,01,02,충청남도 천안시 서북구 성정8길 5,36.8179279623663,127.141323894348,24시간 이용가능,GN,지커넥트,1544-4279,2,20230129101031,,44,Y,,성정동,성정1동
타워장모텔,GN020584,01,02,충청남도 천안시 동남구 공설시장1길 18-6,36.8102742583724,127.149820073291,24시간 이용가능,GN,지커넥트,1544-4279,2,20230112184056,,44,Y,,대흥동,중앙동
쌍용1동주민센터,GN020588,01,02,충청남도 천안시 서북구 미라10길 21,36.8040419362021,127.130527039776,09:00~18:00,GN,지커넥트,1544-4279,2,20230128224137,,44,Y,,쌍용동,쌍용1동
천안시티자이아파트,GN021029,01,02,충청남도 천안시 서북구 성성6로 21,36.8415005347737,127.121023891904,24시간 이용가능,GN,지커넥트,1544-4279,9,20220919170810,,44,Y,,성성동,부성2동
충남대형정비사업소,GN030178,01,02,충청남도 천안시 서북구 성거읍 망향로 310,36.8487673618222,127.183119888079,24시간 이용가능,GN,지커넥트,1544-4279,2,20230112184126,,44,Y,,성거읍 요방리,성거읍
티웨딩(천안점),GN030380,01,02,충청남도 천안시 동남구 목천읍 응원3길 27,36.7698328933354,127.187985466233,09:00~18:00,GN,지커넥트,1544-4279,2,20230112184138,,44,N,,목천읍 응원리,목천읍
남부현대모터스,GN035022,01,02,충청남도 천안시 동남구 광풍로 1765,36.7763480221684,127.142606188579,24시간 이용가능,GN,지커넥트,1544-4279,2,20230112184035,,44,Y,,청당동,청룡동
일성3차능수아파트,GN063509,01,02,충청남도 천안시 서북구 쌍용17길 25,36.7982611508619,127.124102849599,08:00 ~ 20:00,GN,지에스커넥트,1544-4279,2,20230129085959,,44,Y,,쌍용동,쌍용2동
디엠센텀시티관리단,GN063515,01,02,충청남도 천안시 서북구 불당25로 236,36.8219790911311,127.110020010576,08:00~22:00,GN,지에스커넥트,1544-4279,2,20230129034032,,44,Y,,불당동,불당2동
직산한양수자인아파트,GN063579,01,02,충청남도 천안시 서북구 직산읍 천안밸리로 22-11,36.8826273984842,127.147945452121,08:00~22:00,GN,지에스커넥트,1544-4279,2,20230112184014,,44,Y,,직산읍 삼은리,직산읍
